,sentence_no,Word,Tag
110010,4465,WA,LOC
110011,4465,513,O
110012,4465,up,O
110013,4465,02,O
110014,4465,47000,O
110015,4465,unc,O
110016,4465,Waterville,LOC
110017,4465,WA,LOC
110018,4465,505,O
110019,4465,up,O
110020,4465,02,O
110021,4465,46200,O
110022,4465,unc,O
110023,4465,Wenatchee,LOC
110024,4465,WA,LOC
110025,4465,515,O
110026,4465,up,O
110027,4465,02,O
110028,4465,47200,O
110029,4465,unc,O
110030,4465,note,O
110031,4465,ncacomparison,O
110032,4465,nanot,O
110033,4465,available,O
110034,4465,Chicago,LOC
110035,4465,bureau,O
110036,4465,3124088720,O
110037,4465,DOCSTART,O
110038,4465,Birmingham,LOC
110039,4465,Public,LOC
110040,4465,Park,LOC
110041,4465,Ala,LOC
110042,4466,Aa3,O
110043,4466,VMIG1,O
110044,4466,Moodys,ORG
110045,4467,NEW,LOC
110046,4467,YORK,LOC
110047,4467,19960827,O
110048,4467,Moodys,ORG
110049,4467,Investors,ORG
110050,4467,Service,ORG
110051,4467,Rating,O
110052,4467,Announcement,O
110053,4467,As,O
110054,4467,of,O
110055,4467,082396,O
110056,4468,Issuer,O
110057,4468,Birmingham,LOC
110058,4468,Public,LOC
110059,4468,Park,LOC
110060,4468,Rec,LOC
110061,4469,Bd,O
110062,4470,Revenue,O
110063,4470,ref,O
110064,4471,YMCA,ORG
110065,4471,Proj,O
110066,4472,ser,O
110067,4473,96,O
110068,4473,State,O
110069,4473,AL,LOC
110070,4473,Rating,O
110071,4473,Aa3,O
110072,4473,VMIG,O
110073,4473,1,O
110074,4473,Sale,O
110075,4473,Amount,O
110076,4473,3390000,O
110077,4473,Expected,O
110078,4473,Sale,O
110079,4473,Date,O
110080,4473,082896,O
110081,4473,US,ORG
110082,4473,Municipal,ORG
110083,4473,Desk,ORG
110084,4473,2128591650,O
110085,4473,DOCSTART,O
110086,4473,US,LOC
110087,4473,lauds,O
110088,4473,RussianChechen,O
110089,4473,deal,O
110090,4474,WASHINGTON,LOC
110091,4474,19960827,O
110092,4474,The,O
110093,4474,United,LOC
110094,4474,States,LOC
110095,4474,on,O
110096,4474,Tuesday,O
110097,4474,welcomed,O
110098,4474,a,O
110099,4474,deal,O
110100,4474,aimed,O
110101,4474,at,O
110102,4474,resuming,O
110103,4474,a,O
110104,4474,troop,O
110105,4474,withdrawal,O
110106,4474,from,O
110107,4474,the,O
110108,4474,embattled,O
110109,4474,Chechen,O
110110,4474,capital,O
110111,4474,Grozny,LOC
110112,4475,That,O
110113,4475,is,O
110114,4475,a,O
110115,4475,welcome,O
110116,4475,development,O
110117,4476,We,O
110118,4476,urge,O
110119,4476,both,O
110120,4476,sides,O
110121,4476,to,O
110122,4476,continue,O
110123,4476,their,O
110124,4476,dialogue,O
110125,4476,aimed,O
110126,4476,at,O
110127,4476,reaching,O
110128,4476,a,O
110129,4476,political,O
110130,4476,settlement,O
110131,4476,of,O
110132,4476,the,O
110133,4476,20month,O
110134,4476,conflict,O
110135,4476,between,O
110136,4476,Russian,O
110137,4476,troops,O
110138,4476,and,O
110139,4476,Chechen,O
110140,4476,rebels,O
110141,4476,State,ORG
110142,4476,Department,ORG
110143,4476,spokesman,O
110144,4476,Glyn,PER
110145,4476,Davies,PER
110146,4476,said,O
110147,4477,The,O
110148,4477,commander,O
110149,4477,of,O
110150,4477,Russian,O
110151,4477,troops,O
110152,4477,in,O
110153,4477,Chechnya,LOC
110154,4477,Vyacheslav,PER
110155,4477,Tikhomirov,PER
110156,4477,and,O
110157,4477,Chechen,O
110158,4477,rebel,O
110159,4477,chiefofstaff,O
110160,4477,Aslan,PER
110161,4477,Mashadov,PER
110162,4477,signed,O
110163,4477,the,O
110164,4477,deal,O
110165,4477,under,O
110166,4477,which,O
110167,4477,the,O
110168,4477,troop,O
110169,4477,withdrawal,O
110170,4477,is,O
110171,4477,to,O
110172,4477,resume,O
110173,4477,on,O
110174,4477,Wednesday,O
110175,4478,DOCSTART,O
110176,4478,Akron,LOC
110177,4478,Ohio,LOC
110178,4478,6,O
110179,4478,mln,O
110180,4478,bonds,O
110181,4478,rated,O
110182,4478,singleA,O
110183,4478,Moodys,ORG
110184,4479,NEW,LOC
110185,4479,YORK,LOC
110186,4479,Aug,O
110187,4479,27,O
110188,4479,Moodys,ORG
110189,4479,Investors,ORG
110190,4479,Service,ORG
110191,4479,Rating,O
110192,4479,Announcement,O
110193,4479,As,O
110194,4479,of,O
110195,4479,082696,O
110196,4480,Issuer,O
110197,4480,Akron,ORG
110198,4480,State,O
110199,4480,OH,LOC
110200,4480,Rating,O
110201,4480,A,O
110202,4480,Sale,O
110203,4480,Amount,O
110204,4480,6310000,O
110205,4480,Expected,O
110206,4480,Sale,O
110207,4480,Date,O
110208,4480,082896,O
110209,4480,DOCSTART,O
110210,4480,Stallone,PER
110211,4480,fiancee,O
110212,4480,have,O
110213,4480,baby,O
110214,4480,girl,O
110215,4481,MIAMI,LOC
110216,4481,19960827,O
110217,4481,Actor,O
110218,4481,Sylvester,PER
110219,4481,Stallone,PER
110220,4481,and,O
110221,4481,his,O
110222,4481,fiancee,O
110223,4481,model,O
110224,4481,Jennifer,PER
110225,4481,Flavin,PER
110226,4481,had,O
110227,4481,a,O
110228,4481,baby,O
110229,4481,girl,O
110230,4481,on,O
110231,4481,Tuesday,O
110232,4481,Stallones,PER
110233,4481,publicist,O
110234,4481,said,O
110235,4482,The,O
110236,4482,7pound,O
110237,4482,4ounce,O
110238,4482,33,O
110239,4482,kg,O
110240,4482,girl,O
110241,4482,named,O
110242,4482,Sophia,PER
110243,4482,Rose,PER
110244,4482,was,O
110245,4482,born,O
110246,4482,shortly,O
110247,4482,after,O
110248,4482,midnight,O
110249,4482,at,O
110250,4482,South,LOC
110251,4482,Miami,LOC
110252,4482,Hospital,LOC
110253,4482,publicist,O
110254,4482,Paul,PER
110255,4482,Bloch,PER
110256,4482,said,O
110257,4483,Both,O
110258,4483,mother,O
110259,4483,and,O
110260,4483,baby,O
110261,4483,are,O
110262,4483,doing,O
110263,4483,fine,O
110264,4483,and,O
110265,4483,are,O
110266,4483,in,O
110267,4483,wonderful,O
110268,4483,health,O
110269,4483,he,O
110270,4483,said,O
110271,4483,adding,O
110272,4483,that,O
110273,4483,it,O
110274,4483,was,O
110275,4483,the,O
110276,4483,couples,O
110277,4483,first,O
110278,4483,child,O
110279,4484,He,O
110280,4484,said,O
110281,4484,Stallone,PER
110282,4484,best,O
110283,4484,known,O
110284,4484,for,O
110285,4484,the,O
110286,4484,Rocky,O
110287,4484,and,O
110288,4484,Rambo,O
110289,4484,movies,O
110290,4484,left,O
110291,4484,the,O
110292,4484,set,O
110293,4484,of,O
110294,4484,Copland,O
110295,4484,which,O
110296,4484,is,O
110297,4484,filming,O
110298,4484,in,O
110299,4484,New,LOC
110300,4484,York,LOC
110301,4484,and,O
110302,4484,New,LOC
110303,4484,Jersey,LOC
110304,4484,to,O
110305,4484,be,O
110306,4484,with,O
110307,4484,Flavin,PER
110308,4484,for,O
110309,4484,the,O
110310,4484,birth,O
110311,4485,DOCSTART,O
110312,4485,Poll,O
110313,4485,shows,O
110314,4485,Clinton,PER
110315,4485,lead,O
110316,4485,over,O
110317,4485,Dole,PER
110318,4485,jumps,O
110319,4485,to,O
110320,4485,15,O
110321,4485,pts,O
110322,4486,CHICAGO,LOC
110323,4486,19960827,O
110324,4486,An,O
110325,4486,ABC,ORG
110326,4486,News,ORG
110327,4486,poll,O
110328,4486,released,O
110329,4486,on,O
110330,4486,Tuesday,O
110331,4486,showed,O
110332,4486,President,O
110333,4486,Bill,PER
110334,4486,Clintons,PER
110335,4486,lead,O
110336,4486,over,O
110337,4486,Republican,O
110338,4486,challenger,O
110339,4486,Bob,PER
110340,4486,Dole,PER
110341,4486,stretching,O
110342,4486,to,O
110343,4486,15,O
110344,4486,points,O
110345,4486,in,O
110346,4486,advance,O
110347,4486,of,O
110348,4486,the,O
110349,4486,Nov,O
110350,4486,5,O
110351,4486,election,O
110352,4487,The,O
110353,4487,poll,O
110354,4487,taken,O
110355,4487,on,O
110356,4487,Sunday,O
110357,4487,and,O
110358,4487,Monday,O
110359,4487,as,O
110360,4487,the,O
110361,4487,president,O
110362,4487,engaged,O
110363,4487,in,O
110364,4487,a,O
110365,4487,whistlestop,O
110366,4487,train,O
110367,4487,trip,O
110368,4487,to,O
110369,4487,the,O
110370,4487,Democratic,O
110371,4487,Convention,O
110372,4487,in,O
110373,4487,Chicago,LOC
110374,4487,put,O
110375,4487,Clinton,PER
110376,4487,at,O
110377,4487,51,O
110378,4487,percent,O
110379,4487,Dole,PER
110380,4487,at,O
110381,4487,36,O
110382,4487,percent,O
110383,4487,and,O
110384,4487,Ross,PER
110385,4487,Perot,PER
110386,4487,of,O
110387,4487,the,O
110388,4487,Reform,ORG
110389,4487,Party,ORG
110390,4487,at,O
110391,4487,8,O
110392,4487,percent,O
110393,4488,A,O
110394,4488,similar,O
110395,4488,poll,O
110396,4488,conducted,O
110397,4488,on,O
110398,4488,Saturday,O
110399,4488,and,O
110400,4488,Sunday,O
110401,4488,had,O
110402,4488,showed,O
110403,4488,a,O
110404,4488,nine,O
110405,4488,point,O
110406,4488,lead,O
110407,4488,for,O
110408,4488,Clinton,PER
110409,4488,ahead,O
110410,4488,by,O
110411,4488,4738,O
110412,4488,percent,O
110413,4489,Dole,PER
110414,4489,down,O
110415,4489,by,O
110416,4489,around,O
110417,4489,20,O
110418,4489,points,O
110419,4489,in,O
110420,4489,early,O
110421,4489,August,O
110422,4489,in,O
110423,4489,ABC,ORG
110424,4489,polls,O
110425,4489,had,O
110426,4489,closed,O
110427,4489,to,O
110428,4489,within,O
110429,4489,four,O
110430,4489,percentage,O
110431,4489,points,O
110432,4489,immediately,O
110433,4489,after,O
110434,4489,the,O
110435,4489,Republican,O
110436,4489,convention,O
110437,4489,in,O
110438,4489,San,LOC
110439,4489,Diego,LOC
110440,4489,earlier,O
110441,4489,in,O
110442,4489,August,O
110443,4490,Other,O
110444,4490,polls,O
110445,4490,also,O
110446,4490,showed,O
110447,4490,a,O
110448,4490,strong,O
110449,4490,Dole,PER
110450,4490,bounce,O
110451,4490,after,O
110452,4490,San,LOC
110453,4490,Diego,LOC
110454,4490,but,O
110455,4490,Clinton,PER
110456,4490,then,O
110457,4490,rebuilding,O
110458,4490,his,O
110459,4490,lead,O
110460,4491,Tuesdays,O
110461,4491,poll,O
110462,4491,involved,O
110463,4491,1002,O
110464,4491,registered,O
110465,4491,voters,O
110466,4491,and,O
110467,4491,had,O
110468,4491,a,O
110469,4491,margin,O
110470,4491,of,O
110471,4491,error,O
110472,4491,of,O
110473,4491,35,O
110474,4491,percentage,O
110475,4491,points,O
110476,4492,ABC,ORG
110477,4492,said,O
110478,4492,a,O
110479,4492,parallel,O
110480,4492,poll,O
110481,4492,of,O
110482,4492,824,O
110483,4492,likely,O
110484,4492,voters,O
110485,4492,showed,O
110486,4492,the,O
110487,4492,president,O
110488,4492,ahead,O
110489,4492,by,O
110490,4492,11,O
110491,4492,points,O
110492,4492,with,O
110493,4492,Clinton,PER
110494,4492,at,O
110495,4492,50,O
110496,4492,percent,O
110497,4492,Dole,PER
110498,4492,at,O
110499,4492,39,O
110500,4492,percent,O
110501,4492,and,O
110502,4492,Perot,PER
110503,4492,at,O
110504,4492,6,O
110505,4492,percent,O
110506,4493,The,O
110507,4493,poll,O
110508,4493,of,O
110509,4493,registered,O
110510,4493,voters,O
110511,4493,showed,O
110512,4493,a,O
110513,4493,shift,O
110514,4493,in,O
110515,4493,favor,O
110516,4493,of,O
110517,4493,the,O
110518,4493,Democrats,O
110519,4493,in,O
110520,4493,the,O
110521,4493,elections,O
110522,4493,for,O
110523,4493,House,ORG
110524,4493,of,ORG
110525,4493,Representatives,ORG
110526,4493,with,O
110527,4493,51,O
110528,4493,percent,O
110529,4493,saying,O
110530,4493,that,O
110531,4493,if,O
110532,4493,the,O
110533,4493,vote,O
110534,4493,were,O
110535,4493,today,O
110536,4493,they,O
110537,4493,would,O
110538,4493,go,O
110539,4493,for,O
110540,4493,a,O
110541,4493,Democrat,O
110542,4493,and,O
110543,4493,41,O
110544,4493,percent,O
110545,4493,opting,O
110546,4493,for,O
110547,4493,a,O
110548,4493,Republican,O
110549,4494,That,O
110550,4494,compared,O
110551,4494,with,O
110552,4494,the,O
110553,4494,previous,O
110554,4494,polls,O
110555,4494,4843,O
110556,4494,lead,O
110557,4494,for,O
110558,4494,the,O
110559,4494,Democrats,O
110560,4495,The,O
110561,4495,poll,O
110562,4495,gave,O
110563,4495,Clinton,PER
110564,4495,a,O
110565,4495,53,O
110566,4495,percent,O
110567,4495,to,O
110568,4495,39,O
110569,4495,percent,O
110570,4495,lead,O
110571,4495,over,O
110572,4495,Dole,PER
110573,4495,if,O
110574,4495,Perot,PER
110575,4495,were,O
110576,4495,not,O
110577,4495,in,O
110578,4495,the,O
110579,4495,race,O
110580,4496,The,O
110581,4496,poll,O
110582,4496,indicated,O
110583,4496,a,O
110584,4496,fall,O
110585,4496,in,O
110586,4496,the,O
110587,4496,number,O
110588,4496,of,O
110589,4496,people,O
110590,4496,who,O
110591,4496,believed,O
110592,4496,Dole,PER
110593,4496,would,O
110594,4496,be,O
110595,4496,able,O
110596,4496,to,O
110597,4496,fulfil,O
110598,4496,his,O
110599,4496,promise,O
110600,4496,to,O
110601,4496,cut,O
110602,4496,the,O
110603,4496,federal,O
110604,4496,budget,O
110605,4496,deficit,O
110606,4496,and,O
110607,4496,cut,O
110608,4496,income,O
110609,4496,taxes,O
110610,4496,by,O
110611,4496,15,O
110612,4496,percent,O
110613,4496,at,O
110614,4496,the,O
110615,4496,same,O
110616,4496,time,O
110617,4497,It,O
110618,4497,showed,O
110619,4497,23,O
110620,4497,percent,O
110621,4497,believed,O
110622,4497,it,O
110623,4497,possible,O
110624,4497,compared,O
110625,4497,to,O
110626,4497,70,O
110627,4497,who,O
110628,4497,believed,O
110629,4497,it,O
110630,4497,wasnt,O
110631,4498,That,O
110632,4498,compared,O
110633,4498,to,O
110634,4498,2657,O
110635,4498,in,O
110636,4498,the,O
110637,4498,previous,O
110638,4498,poll,O
110639,4499,DOCSTART,O
110640,4499,US,LOC
110641,4499,bulk,O
110642,4499,millfeeds,O
110643,4499,Immediate,O
110644,4499,supply,O
110645,4499,tight,O
110646,4500,CHICAGO,LOC
110647,4500,19960827,O
110648,4500,Millfeed,O
110649,4500,supplies,O
110650,4500,for,O
110651,4500,prompt,O
110652,4500,shipment,O
110653,4500,remained,O
110654,4500,tight,O
110655,4500,and,O
110656,4500,prices,O
110657,4500,continued,O
110658,4500,to,O
110659,4500,move,O
110660,4500,higher,O
110661,4500,millfeed,O
110662,4500,dealers,O
110663,4500,said,O
110664,4501,Highpriced,O
110665,4501,corn,O
110666,4501,and,O
110667,4501,increased,O
110668,4501,demand,O
110669,4501,for,O
110670,4501,livestock,O
110671,4501,feed,O
110672,4501,continued,O
110673,4501,to,O
110674,4501,support,O
110675,4501,millfeed,O
110676,4501,prices,O
110677,4501,in,O
110678,4501,nearly,O
110679,4501,all,O
110680,4501,sectors,O
110681,4502,Flour,O
110682,4502,mills,O
110683,4502,sold,O
110684,4502,much,O
110685,4502,of,O
110686,4502,their,O
110687,4502,production,O
110688,4502,through,O
110689,4502,September,O
110690,4502,leaving,O
110691,4502,little,O
110692,4502,available,O
110693,4502,for,O
110694,4502,prompt,O
110695,4502,shipment,O
110696,4503,Portland,LOC
110697,4503,sources,O
110698,4503,said,O
110699,4503,feed,O
110700,4503,mixer,O
110701,4503,demand,O
110702,4503,was,O
110703,4503,keeping,O
110704,4503,pace,O
110705,4503,with,O
110706,4503,millfeed,O
110707,4503,production,O
110708,4503,and,O
110709,4503,driving,O
110710,4503,prices,O
110711,4503,higher,O
110712,4504,Portland,LOC
110713,4504,sources,O
110714,4504,said,O
110715,4504,with,O
110716,4504,corn,O
110717,4504,priced,O
110718,4504,there,O
110719,4504,at,O
110720,4504,200,O
110721,4504,per,O
110722,4504,ton,O
110723,4504,and,O
110724,4504,barley,O
110725,4504,at,O
110726,4504,140,O
110727,4504,the,O
110728,4504,millfeeds,O
110729,4504,at,O
110730,4504,125,O
110731,4504,represent,O
110732,4504,a,O
110733,4504,good,O
110734,4504,value,O
110735,4505,In,O
110736,4505,the,O
110737,4505,southeast,O
110738,4505,US,LOC
110739,4505,dealers,O
110740,4505,said,O
110741,4505,feed,O
110742,4505,mixers,O
110743,4505,continued,O
110744,4505,to,O
110745,4505,be,O
110746,4505,steady,O
110747,4505,buyers,O
110748,4505,with,O
110749,4505,demand,O
110750,4505,increasing,O
110751,4505,for,O
110752,4505,October,O
110753,4505,to,O
110754,4505,March,O
110755,4505,positions,O
110756,4506,The,O
110757,4506,closelywatched,O
110758,4506,Kansas,LOC
110759,4506,City,LOC
110760,4506,rail,O
110761,4506,market,O
110762,4506,was,O
110763,4506,steady,O
110764,4506,at,O
110765,4506,115,O
110766,4506,per,O
110767,4506,ton,O
110768,4506,bid,O
110769,4506,and,O
110770,4506,118,O
110771,4506,offered,O
110772,4507,Chicago,LOC
110773,4507,newsdesk,O
110774,4507,3124088720,O
110775,4507,DOCSTART,O
110776,4507,Puerto,LOC
110777,4507,Rico,LOC
110778,4507,girl,O
110779,4507,has,O
110780,4507,surgery,O
110781,4507,for,O
110782,4507,hairy,O
110783,4507,face,O
110784,4508,PHILADELPHIA,LOC
110785,4508,19960827,O
110786,4508,A,O
110787,4508,twoyear,O
110788,4508,old,O
110789,4508,Puerto,O
110790,4508,Rican,O
110791,4508,girl,O
110792,4508,began,O
110793,4508,surgical,O
110794,4508,treatment,O
110795,4508,on,O
110796,4508,Tuesday,O
110797,4508,for,O
110798,4508,a,O
110799,4508,rare,O
110800,4508,condition,O
110801,4508,that,O
110802,4508,has,O
110803,4508,left,O
110804,4508,half,O
110805,4508,of,O
110806,4508,her,O
110807,4508,face,O
110808,4508,covered,O
110809,4508,with,O
110810,4508,a,O
110811,4508,hairy,O
110812,4508,darkbrown,O
110813,4508,patch,O
110814,4508,of,O
110815,4508,skin,O
110816,4509,The,O
110817,4509,girl,O
110818,4509,Abyss,PER
110819,4509,DeJesus,PER
110820,4509,suffers,O
110821,4509,from,O
110822,4509,a,O
110823,4509,hairy,O
110824,4509,nevus,O
110825,4509,on,O
110826,4509,the,O
110827,4509,right,O
110828,4509,side,O
110829,4509,of,O
110830,4509,her,O
110831,4509,face,O
110832,4509,a,O
110833,4509,condition,O
110834,4509,that,O
110835,4509,has,O
110836,4509,only,O
110837,4509,been,O
110838,4509,reported,O
110839,4509,a,O
110840,4509,few,O
110841,4509,times,O
110842,4509,in,O
110843,4509,medical,O
110844,4509,journals,O
110845,4509,the,O
110846,4509,St,LOC
110847,4509,Christopher,LOC
110848,4509,Childrens,LOC
110849,4509,Hospital,LOC
110850,4509,said,O
110851,4510,In,O
110852,4510,addition,O
110853,4510,to,O
110854,4510,social,O
110855,4510,ostracism,O
110856,4510,the,O
110857,4510,condition,O
110858,4510,also,O
110859,4510,carries,O
110860,4510,a,O
110861,4510,high,O
110862,4510,risk,O
110863,4510,of,O
110864,4510,cancer,O
110865,4511,It,O
110866,4511,will,O
110867,4511,be,O
110868,4511,corrected,O
110869,4511,by,O
110870,4511,gradually,O
110871,4511,expanding,O
110872,4511,healthy,O
110873,4511,skin,O
110874,4511,with,O
110875,4511,a,O
110876,4511,surgical,O
110877,4511,balloon,O
110878,4511,then,O
110879,4511,transplanting,O
110880,4511,that,O
110881,4511,skin,O
110882,4511,to,O
110883,4511,the,O
110884,4511,afflicted,O
110885,4511,side,O
110886,4511,of,O
110887,4511,her,O
110888,4511,face,O
110889,4512,She,O
110890,4512,is,O
110891,4512,doing,O
110892,4512,well,O
110893,4512,hospital,O
110894,4512,spokeswoman,O
110895,4512,Carol,PER
110896,4512,Norris,PER
110897,4512,said,O
110898,4513,The,O
110899,4513,surgery,O
110900,4513,is,O
110901,4513,under,O
110902,4513,way,O
110903,4514,Norris,PER
110904,4514,said,O
110905,4514,Tuesdays,O
110906,4514,surgery,O
110907,4514,involved,O
110908,4514,placing,O
110909,4514,five,O
110910,4514,balloons,O
110911,4514,in,O
110912,4514,DeJesuss,PER
110913,4514,forehead,O
110914,4514,shoulders,O
110915,4514,and,O
110916,4514,the,O
110917,4514,back,O
110918,4514,of,O
110919,4514,her,O
110920,4514,neck,O
110921,4514,and,O
110922,4514,partially,O
110923,4514,filling,O
110924,4514,them,O
110925,4514,with,O
110926,4514,a,O
110927,4514,saline,O
110928,4514,solution,O
110929,4515,More,O
110930,4515,saline,O
110931,4515,solution,O
110932,4515,will,O
110933,4515,be,O
110934,4515,inserted,O
110935,4515,in,O
110936,4515,16,O
110937,4515,weekly,O
110938,4515,treatments,O
110939,4516,The,O
110940,4516,girl,O
110941,4516,who,O
110942,4516,was,O
110943,4516,accompanied,O
110944,4516,to,O
110945,4516,Philadelphia,LOC
110946,4516,by,O
110947,4516,her,O
110948,4516,parents,O
110949,4516,will,O
110950,4516,need,O
110951,4516,more,O
110952,4516,surgery,O
110953,4516,later,O
110954,4516,to,O
110955,4516,correct,O
110956,4516,the,O
110957,4516,condition,O
110958,4516,on,O
110959,4516,her,O
110960,4516,chest,O
110961,4516,back,O
110962,4516,and,O
110963,4516,legs,O
110964,4516,the,O
110965,4516,hospital,O
110966,4516,said,O
110967,4517,DOCSTART,O
110968,4517,Eau,ORG
110969,4517,Claire,ORG
110970,4517,Wisc,LOC
110971,4518,revs,O
110972,4518,won,O
110973,4518,by,O
110974,4518,Robert,ORG
110975,4518,W,ORG
110976,4518,Baird,ORG
110977,4519,NEW,LOC
110978,4519,YORK,LOC
110979,4519,19960827,O
110980,4519,Robert,ORG
110981,4519,W,ORG
110982,4519,Baird,ORG
110983,4519,Co,ORG
110984,4520,Inc,ORG
110985,4520,said,O
110986,4520,it,O
110987,4520,won,O
110988,4520,1,O
110989,4520,million,O
110990,4520,of,O
110991,4520,Eau,ORG
110992,4520,Claire,ORG
110993,4520,Wisc,LOC
110994,4521,waterworks,O
110995,4521,system,O
110996,4521,mortgage,O
110997,4521,revenue,O
110998,4521,bonds,O
110999,4521,Series,O
111000,4521,1996,O
111001,4521,with,O
111002,4521,a,O
111003,4521,true,O
111004,4521,interest,O
111005,4521,cost,O
111006,4521,of,O
111007,4521,52893,O
111008,4521,percent,O
111009,4522,DOCSTART,O
111010,4522,Massachusetts,LOC
111011,4522,home,O
111012,4522,sales,O
111013,4522,dip,O
111014,4522,in,O
111015,4522,July,O
111016,4522,report,O
111017,4523,BOSTON,LOC
111018,4523,19960827,O
111019,4523,Home,O
111020,4523,sales,O
111021,4523,across,O
111022,4523,Massachusetts,LOC
111023,4523,were,O
111024,4523,down,O
111025,4523,23,O
111026,4523,percent,O
111027,4523,in,O
111028,4523,July,O
111029,4523,compared,O
111030,4523,to,O
111031,4523,a,O
111032,4523,month,O
111033,4523,earlier,O
111034,4523,but,O
111035,4523,up,O
111036,4523,21,O
111037,4523,percent,O
111038,4523,for,O
111039,4523,the,O
111040,4523,year,O
111041,4523,according,O
111042,4523,to,O
111043,4523,the,O
111044,4523,Massachusetts,ORG
111045,4523,Association,ORG
111046,4523,of,ORG
111047,4523,Realtors,ORG
111048,4524,The,O
111049,4524,association,O
111050,4524,said,O
111051,4524,a,O
111052,4524,total,O
111053,4524,of,O
111054,4524,4464,O
111055,4524,singlefamily,O
111056,4524,homes,O
111057,4524,were,O
111058,4524,sold,O
111059,4524,in,O
111060,4524,July,O
111061,4524,compared,O
111062,4524,to,O
111063,4524,4570,O
111064,4524,in,O
111065,4524,June,O
111066,4525,The,O
111067,4525,average,O
111068,4525,selling,O
111069,4525,price,O
111070,4525,206464,O
111071,4525,was,O
111072,4525,up,O
111073,4525,106,O
111074,4525,percent,O
111075,4525,over,O
111076,4525,July,O
111077,4525,1995,O
111078,4526,Condominium,O
111079,4526,sales,O
111080,4526,edged,O
111081,4526,up,O
111082,4526,60,O
111083,4526,percent,O
111084,4526,for,O
111085,4526,July,O
111086,4526,and,O
111087,4526,248,O
111088,4526,percent,O
111089,4526,for,O
111090,4526,the,O
111091,4526,year,O
111092,4526,the,O
111093,4526,group,O
111094,4526,said,O
111095,4526,while,O
111096,4526,prices,O
111097,4526,for,O
111098,4526,condos,O
111099,4526,nudged,O
111100,4526,up,O
111101,4526,less,O
111102,4526,than,O
111103,4526,10,O
111104,4526,percent,O
111105,4526,to,O
111106,4526,an,O
111107,4526,average,O
111108,4526,of,O
111109,4526,123394,O
111110,4527,In,O
111111,4527,July,O
111112,4527,the,O
111113,4527,average,O
111114,4527,rate,O
111115,4527,on,O
111116,4527,a,O
111117,4527,30year,O
111118,4527,fixed,O
111119,4527,rate,O
111120,4527,mortgage,O
111121,4527,was,O
111122,4527,825,O
111123,4527,percent,O
111124,4527,below,O
111125,4527,Junes,O
111126,4527,832,O
111127,4527,percent,O
111128,4527,but,O
111129,4527,still,O
111130,4527,higher,O
111131,4527,than,O
111132,4527,Februarys,O
111133,4527,703,O
111134,4527,percent,O
111135,4527,the,O
111136,4527,report,O
111137,4527,noted,O
111138,4528,Boston,LOC
111139,4528,bureau,O
111140,4528,6173674106,O
111141,4528,DOCSTART,O
111142,4528,Amtrak,ORG
111143,4528,train,O
111144,4528,derails,O
111145,4528,three,O
111146,4528,injured,O
111147,4528,officials,O
111148,4529,MONTPELIER,LOC
111149,4529,Vt,LOC
111150,4530,19960827,O
111151,4530,At,O
111152,4530,least,O
111153,4530,three,O
111154,4530,people,O
111155,4530,were,O
111156,4530,injured,O
111157,4530,when,O
111158,4530,an,O
111159,4530,Amtrak,ORG
111160,4530,passenger,O
111161,4530,train,O
111162,4530,slammed,O
111163,4530,into,O
111164,4530,an,O
111165,4530,empty,O
111166,4530,logging,O
111167,4530,truck,O
111168,4530,and,O
111169,4530,derailed,O
111170,4530,Tuesday,O
111171,4530,officials,O
111172,4530,said,O
111173,4531,The,O
111174,4531,Vermonter,O
111175,4531,which,O
111176,4531,runs,O
111177,4531,between,O
111178,4531,St,LOC
111179,4531,Albans,LOC
111180,4531,Vermont,LOC
111181,4531,near,O
111182,4531,the,O
111183,4531,Canadian,O
111184,4531,border,O
111185,4531,and,O
111186,4531,Washington,LOC
111187,4531,DC,LOC
111188,4531,collided,O
111189,4531,with,O
111190,4531,the,O
111191,4531,truck,O
111192,4531,at,O
111193,4531,751,O
111194,4531,am,O
111195,4531,EDT,O
111196,4531,near,O
111197,4531,the,O
111198,4531,rural,O
111199,4531,town,O
111200,4531,of,O
111201,4531,Roxbury,LOC
111202,4531,some,O
111203,4531,15,O
111204,4531,miles,O
111205,4531,southeast,O
111206,4531,of,O
111207,4531,the,O
111208,4531,state,O
111209,4531,capital,O
111210,4531,Montpelier,LOC
111211,4531,Amtrak,ORG
111212,4531,spokeswoman,O
111213,4531,Maureen,PER
111214,4531,Garrity,PER
111215,4531,said,O
111216,4532,Vermont,LOC
111217,4532,Central,LOC
111218,4532,Hospital,LOC
111219,4532,spokesman,O
111220,4532,Dan,PER
111221,4532,Pudvah,PER
111222,4532,said,O
111223,4532,two,O
111224,4532,of,O
111225,4532,the,O
111226,4532,injured,O
111227,4532,were,O
111228,4532,treated,O
111229,4532,there,O
111230,4532,the,O
111231,4532,truck,O
111232,4532,driver,O
111233,4532,who,O
111234,4532,was,O
111235,4532,suffering,O
111236,4532,from,O
111237,4532,multiple,O
111238,4532,trauma,O
111239,4532,injuries,O
111240,4532,and,O
111241,4532,a,O
111242,4532,passenger,O
111243,4533,Pudvah,PER
111244,4533,said,O
111245,4533,he,O
111246,4533,understood,O
111247,4533,other,O
111248,4533,people,O
111249,4533,with,O
111250,4533,minor,O
111251,4533,injuries,O
111252,4533,were,O
